elevation,aspect,slope,hd_to_hydrology,vd_to_hydrology,hd_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,hd_to_firepoint,wilderness,soil,target
2884,284,4,0,0,2037,209,240,169,1506,2,22,4
2635,75,13,594,28,900,235,216,110,1050,2,10,2
2501,95,21,42,9,1645,248,203,72,579,2,9,5
3118,50,16,1319,249,2940,225,204,108,1423,2,31,1
2482,346,33,600,268,997,137,167,155,300,3,9,2
2489,38,11,175,31,570,220,216,129,1406,3,5,2
3195,243,2,390,23,5952,215,240,163,2171,0,22,1
2207,310,27,150,57,1057,136,210,209,785,3,9,2
2692,0,20,67,0,1176,186,198,146,2125,0,28,4
3412,42,11,297,63,3003,222,216,128,1398,2,37,6
3180,227,18,424,102,234,192,254,195,3287,1,21,1
2040,51,29,85,40,420,220,166,61,693,3,9,2
3339,42,18,0,0,3715,220,198,107,2952,2,38,6
2018,27,9,0,0,467,217,221,140,488,3,9,3
2905,83,20,297,78,1077,243,201,78,351,0,29,4
2866,55,26,384,175,391,226,176,68,1504,0,29,4
2877,101,25,234,75,255,252,197,57,182,0,21,0
2489,20,18,170,36,579,205,199,126,1406,2,9,5
2460,133,10,60,8,443,237,235,128,1348,3,5,5
2860,139,10,30,5,255,235,237,132,1116,2,32,4
2308,126,23,277,125,1308,251,218,83,1024,3,5,3
2579,198,9,150,37,1266,218,248,165,1154,2,3,2
2631,191,10,446,11,1622,220,248,161,1860,2,1,2
3260,90,6,240,9,819,230,230,134,2333,0,37,0
2604,57,13,510,32,1411,228,212,115,1718,2,10,5
2380,340,27,446,183,1027,152,189,169,1018,3,9,5
3292,20,11,361,65,3150,212,217,140,2183,0,28,0
3003,329,11,277,22,4065,194,227,173,1368,0,28,1
3064,98,26,256,93,1873,251,193,54,3729,0,28,0
2709,53,9,150,41,180,226,220,128,2155,0,28,4
2730,337,21,85,18,1279,170,207,173,2230,0,28,4
2683,19,12,30,3,1318,211,214,138,1883,2,19,1
3102,284,4,256,34,2263,209,240,169,2215,2,31,0
2876,326,10,175,-4,1716,195,229,173,1410,2,31,4
2263,152,27,390,127,1294,241,229,98,752,3,2,3
2297,6,26,60,32,360,178,179,129,664,3,9,2
2402,270,9,30,-1,1395,198,243,185,679,2,9,5
2600,18,10,525,59,573,212,218,142,2665,0,28,1
2933,141,19,212,52,706,244,231,108,2613,0,28,1
3562,47,12,150,69,1594,224,213,121,1276,1,39,6
3240,279,5,212,24,738,207,240,172,997,1,31,0
2082,286,21,30,7,1307,157,234,215,598,3,16,2
2668,55,11,525,25,830,227,215,120,1146,2,10,2
2531,112,28,390,123,361,254,197,51,1252,2,3,2
2555,196,17,306,88,2236,213,252,167,342,2,1,2
2480,44,23,124,-2,860,218,182,87,1294,2,9,5
2553,337,15,350,122,1100,185,218,171,541,3,5,5
2128,73,6,30,0,1350,227,229,136,1351,3,16,3
2418,68,20,30,12,384,236,195,81,384,3,9,5
2364,296,15,153,37,1320,176,234,198,351,3,9,5
2778,115,26,95,32,872,254,204,61,1390,2,12,4
2377,301,21,60,33,886,156,225,208,1584,3,9,5
3421,348,15,782,82,1463,192,215,161,1581,2,37,6
2549,216,27,400,107,2170,182,253,194,247,2,3,2
2354,79,15,0,0,42,239,211,98,212,2,13,5
2250,304,21,67,8,1618,157,224,205,760,3,5,5
2020,54,26,60,35,277,225,177,70,376,3,0,5
3214,321,12,295,23,4425,188,228,179,633,2,31,0
2488,93,27,30,-2,1599,250,189,49,1057,2,2,2
2548,248,28,108,30,932,149,247,227,1719,2,32,5
2213,139,5,0,0,1110,227,238,145,426,3,16,3
2384,48,19,67,0,690,224,196,99,1273,3,4,2
2264,312,11,30,9,977,190,232,182,1213,3,9,5
3032,286,18,60,15,1530,166,236,209,170,2,22,0
2965,337,16,42,7,4288,184,217,171,324,0,28,0
3335,337,10,150,-2,5010,197,225,167,3393,2,37,6
2450,72,8,0,0,503,229,226,130,1374,3,4,5
2126,345,7,0,0,882,206,229,161,601,3,13,3
3182,139,5,0,0,4269,227,238,145,807,2,22,0
3390,320,8,309,30,1702,200,233,172,745,2,37,6
2232,94,35,256,160,582,249,166,15,192,3,2,3
2157,316,33,309,104,417,118,193,206,437,3,9,2
2333,109,22,382,149,1092,251,209,75,1276,3,5,3
2284,351,5,0,0,1110,212,232,158,765,3,13,3
2553,65,21,351,110,1008,235,192,79,1110,2,9,1
2124,137,33,42,24,875,249,207,58,216,3,2,3
3153,18,6,300,116,2221,216,227,149,1091,2,31,0
3447,100,21,400,209,3801,249,207,76,3462,2,38,6
2472,11,4,180,21,806,216,232,153,1142,3,5,2
2753,231,18,120,17,1933,188,253,198,882,2,30,4
2424,63,19,295,34,1091,233,198,90,858,3,9,2
2388,51,19,433,121,499,225,195,96,937,3,2,5
3409,128,11,726,170,2942,239,233,123,2223,2,38,6
2490,20,19,30,8,1015,204,197,125,1315,2,9,5
2222,120,28,67,39,1337,254,204,58,955,3,2,3
2228,94,23,120,21,680,249,199,66,1613,3,2,3
2868,90,16,285,90,1991,243,213,96,1380,2,12,4
2440,338,10,391,91,1209,198,226,167,767,3,5,5
3393,159,18,134,-7,2980,236,240,127,886,2,34,6
2330,322,25,218,133,1436,149,206,192,920,3,9,2
2237,225,3,0,0,1579,216,242,163,837,3,16,3
3373,0,2,120,7,2605,216,234,156,2400,0,38,6
3182,41,4,30,1,5428,220,230,146,1033,0,21,0
2172,83,8,0,0,658,231,227,128,1360,3,15,3
2480,63,7,30,-4,1570,226,226,134,800,2,3,2
3408,71,9,391,59,3238,231,222,124,1463,2,38,6
2523,37,9,180,-5,642,220,220,135,5512,0,17,4
3428,76,9,511,79,2676,231,224,126,1345,2,37,6
2325,266,24,379,31,1218,151,242,225,785,3,1,3
2763,56,23,247,96,272,228,185,79,1816,0,28,4
2740,233,16,153,45,953,193,252,195,1907,2,3,4
2811,61,33,85,43,1928,226,152,33,1495,2,12,1
3258,294,18,330,244,842,165,232,206,2233,0,38,1
3416,183,12,162,20,4081,223,248,156,3529,2,32,6
1973,58,34,268,122,256,222,149,34,785,3,0,5
2490,90,6,0,0,875,230,230,134,5465,0,17,4
2079,102,35,67,35,313,252,170,14,351,3,2,3
3406,189,6,810,200,1712,220,244,159,1473,2,39,6
2900,247,8,42,8,2037,203,246,181,1591,2,22,4
2427,286,17,366,-22,990,170,237,207,120,3,9,5
2033,150,9,0,0,480,232,240,139,659,3,0,3
3065,69,22,90,23,691,237,191,75,759,0,28,0
2304,324,14,255,80,1008,183,224,180,228,3,5,2
2865,5,8,234,5,2977,210,225,152,2543,0,22,0
2820,41,5,42,0,1342,221,228,143,972,2,22,4
2294,310,24,90,23,1077,149,216,204,1295,3,9,5
2495,33,11,67,12,240,218,216,133,1657,3,4,3
2241,99,28,150,57,1041,252,190,47,1256,3,2,3
2620,1,10,350,145,2287,206,222,153,474,2,1,2
2736,64,18,60,18,1040,233,200,92,1383,2,22,5
2289,190,21,277,108,1182,215,251,160,1148,3,2,3
2096,86,42,60,45,408,240,137,0,256,3,2,3
2089,140,12,0,0,408,238,236,126,514,3,3,3
3059,61,12,30,-2,2608,230,215,116,1328,2,21,0
2456,95,30,277,82,765,251,182,37,566,3,0,2
2280,125,35,323,202,661,252,191,34,242,3,2,3
2885,173,12,488,43,2501,227,246,149,1940,2,25,4
3200,334,16,30,12,1473,182,217,174,864,2,21,6
3354,121,28,95,46,2016,254,205,58,808,2,39,6
3148,219,13,470,62,150,204,252,182,2742,2,22,1
2335,297,6,210,52,1221,202,238,175,987,3,10,5
2888,143,18,256,82,2107,243,233,112,1150,2,31,4
2154,126,33,67,41,1033,253,199,46,384,3,2,3
2263,309,21,85,21,849,159,222,201,408,3,9,2
2076,238,35,180,78,376,137,244,227,541,3,4,2
2299,114,28,67,27,1208,254,199,52,691,3,2,2
3258,30,17,134,43,1802,212,200,119,2293,0,38,0
2664,225,13,42,9,1906,202,252,185,1800,2,16,2
3266,359,13,474,59,964,199,215,152,2124,0,38,6
2302,103,19,382,10,960,248,212,85,661,3,1,2
2165,309,19,0,0,1138,164,224,198,787,3,16,3
2700,311,9,201,141,1776,195,234,179,1426,2,12,5
3413,296,13,108,19,5147,182,235,193,3870,2,37,6
2102,352,26,228,-78,642,165,184,151,631,3,9,5
3708,0,2,1130,262,5295,216,235,156,3554,2,39,6
2535,57,5,95,4,2534,223,229,142,2460,2,16,5
2644,160,8,342,107,537,228,242,146,1524,2,1,2
2962,98,7,216,37,4080,231,231,132,5180,0,29,1
3094,358,11,162,31,446,203,220,155,1351,0,21,1
2446,174,26,124,41,1170,224,242,133,1101,2,3,2
3338,61,23,212,16,3174,232,187,76,1894,0,28,6
2191,257,8,0,0,534,202,245,181,1231,3,15,3
2792,62,21,190,14,2592,232,190,80,4090,0,11,1
2152,357,20,0,0,990,185,201,150,417,3,9,3
2491,99,14,42,8,391,243,220,103,1514,3,4,2
3087,193,8,362,50,2074,219,247,162,1698,2,31,1
3262,102,18,361,72,1556,247,213,88,1253,1,32,0
2233,47,15,0,0,1511,224,205,111,335,3,2,3
2302,100,32,240,105,661,253,179,29,1637,3,2,3
2819,67,2,0,0,2789,221,235,151,4065,0,22,1
3413,287,12,570,74,1581,186,239,193,841,2,38,6
3149,155,13,95,11,2121,235,241,133,2695,0,28,6
3152,14,4,0,0,4998,216,231,153,2761,0,22,0
3324,45,13,371,-24,3296,223,212,121,1800,2,38,6
2980,168,22,150,-13,2594,231,242,130,1633,2,26,0
2804,225,4,503,47,1965,214,243,166,1952,2,16,4
2289,120,23,216,96,942,252,213,75,1368,3,2,3
2875,180,26,509,174,685,220,245,142,1786,2,3,4
2763,219,29,150,72,1060,175,252,199,1813,2,3,4
2799,329,7,323,83,1798,204,232,167,1020,2,10,4
2299,209,35,67,38,1579,171,246,186,830,3,0,5
3374,252,4,67,5,4291,211,242,169,4103,0,39,6
2084,43,21,30,0,90,219,190,97,771,3,3,5
3132,303,16,218,37,162,173,230,197,850,1,21,0
3339,95,6,85,13,1353,229,231,136,1584,2,30,0
2602,219,35,124,72,1507,159,247,202,1256,2,2,2
3281,271,20,60,20,3946,163,242,216,1180,0,37,6
2502,136,32,277,97,1233,249,209,61,1187,2,3,2
3200,139,33,768,319,1234,248,209,62,2922,0,28,0
3420,198,12,797,214,2142,216,250,167,1050,2,37,6
2949,333,14,212,77,510,187,221,173,1667,2,23,1
2816,62,15,450,86,2763,231,209,106,1873,2,9,1
2254,96,33,283,182,600,251,174,24,212,3,2,3
2709,56,11,60,-3,2423,227,218,123,485,2,30,4
2245,358,8,0,0,1575,208,225,155,1020,3,16,3
2507,329,7,60,9,433,204,232,167,1528,3,5,5
2100,343,30,551,92,659,146,180,164,391,3,4,2
2874,166,28,525,208,2205,230,236,117,1934,2,3,6
2290,324,20,255,120,644,167,215,186,433,3,5,2
2341,231,26,430,47,1233,171,253,209,765,3,5,3
3390,254,10,430,55,3624,198,247,187,2292,2,37,6
3335,17,11,433,54,1068,211,218,142,2619,0,37,0
2292,177,29,443,152,1315,219,242,134,797,3,2,3
2227,347,17,309,103,1182,185,210,161,624,3,5,2
2792,77,9,306,4,360,232,223,122,700,0,29,4
2304,343,37,162,92,1365,123,159,159,1001,3,9,2
2868,213,15,42,11,967,206,253,180,350,2,31,1
2064,307,16,0,0,511,174,229,194,216,3,2,3
2499,43,16,42,10,240,221,203,112,1383,2,9,2
2476,341,24,256,48,816,164,198,169,524,3,9,5
2755,146,17,283,87,618,241,235,118,510,0,29,4
3128,15,15,170,14,474,206,209,138,1976,1,21,0
2756,113,16,256,91,663,246,222,100,454,0,29,4
2565,107,15,90,2,1471,244,221,103,1071,2,3,2
2542,176,8,60,4,1234,224,245,154,1290,2,3,2
2337,235,4,0,0,1477,213,243,167,390,3,5,3
2549,56,16,366,106,983,229,204,104,547,3,5,2
3265,33,12,247,38,4338,218,214,131,2407,0,37,6
3340,16,18,371,101,3302,201,199,130,2233,2,38,6
2368,267,21,313,202,1356,162,243,218,659,3,5,2
3299,175,34,268,140,1657,216,234,121,531,2,38,6
2929,202,15,726,292,1073,212,252,172,1717,2,31,1
2444,101,21,361,204,1630,249,206,75,371,3,5,2
2988,23,17,60,3,3824,208,202,126,2442,0,29,0
3375,122,12,67,9,4447,241,230,117,4347,2,22,6
2754,25,16,240,41,2609,210,204,126,295,2,30,4
3080,133,17,120,-1,1015,245,229,107,1095,2,22,0
2483,318,19,150,52,1273,166,219,191,458,3,5,5
2775,107,11,247,51,2875,238,227,119,2476,0,11,1
2593,180,4,30,-2,2154,221,242,156,1471,2,16,2
2244,202,28,277,119,1129,195,251,175,564,3,2,3
2796,64,12,30,6,2122,231,215,114,2096,2,22,4
2231,0,35,150,87,1224,147,151,125,1426,3,9,2
3017,41,9,277,12,1103,221,220,133,1689,2,31,0
3421,135,10,170,2,3042,236,236,131,942,2,34,6
2219,90,17,0,0,1410,243,211,92,525,3,1,3
2777,55,27,240,105,268,225,172,64,1756,0,28,4
2190,131,29,190,99,752,252,210,64,153,3,2,3
3432,301,12,443,24,4968,185,234,189,4147,2,37,6
1872,35,21,120,18,85,213,189,104,797,3,0,5
2390,86,16,408,193,824,241,212,97,1549,3,5,3
2379,304,25,150,73,1154,145,219,211,1477,3,9,5
2716,89,23,170,49,242,247,196,65,564,0,29,4
2288,31,17,295,130,1403,214,202,119,834,3,9,3
3073,175,20,319,35,2416,227,246,142,3203,2,32,1
2875,99,22,524,165,543,250,204,71,1634,0,29,4
2113,283,27,277,32,430,136,229,227,757,3,9,5
2414,85,19,150,56,735,244,203,81,1421,3,5,5
2576,45,3,382,24,1377,220,233,150,1584,2,1,4
3239,265,25,120,18,2155,149,242,226,3233,0,28,0
3396,52,8,510,117,1952,225,223,133,1740,0,34,0
2521,157,24,454,113,446,238,235,113,1256,2,3,2
2155,24,31,134,80,691,187,158,91,446,3,9,2
3386,153,12,301,74,1524,234,240,135,2942,0,37,6
3444,316,16,618,131,1060,177,225,188,1392,1,39,6
3114,14,8,228,19,1501,213,224,148,1273,1,23,1
2881,243,11,443,142,1801,199,249,188,2102,2,12,4
2941,143,7,459,103,808,231,239,140,2290,2,32,4
2505,303,8,175,42,212,198,236,178,361,3,9,1
3297,291,15,576,124,691,175,236,200,379,1,32,0
2963,329,15,30,8,2370,183,221,177,932,2,19,0
2824,110,12,228,37,693,240,227,115,162,0,28,4
2736,144,29,42,14,3433,246,220,80,5927,0,29,1
2933,63,2,218,20,3743,221,234,150,4482,0,22,1
2854,193,8,930,77,2341,219,247,162,1563,2,16,4
2245,320,29,277,165,811,133,198,198,997,3,9,5
3372,315,16,30,6,1503,175,225,190,1770,1,37,6
2269,64,27,351,62,361,233,174,56,1598,3,9,2
2551,32,4,0,0,1421,219,230,147,1114,2,16,2
3186,9,6,577,69,808,214,228,152,2072,2,31,0
2496,50,11,210,10,297,225,215,123,1167,2,9,2
2860,98,12,577,28,480,240,223,111,1198,2,10,1
2187,272,32,150,85,1253,121,230,239,1031,3,9,2
3402,291,15,306,62,3154,177,236,199,1856,0,38,0
2360,143,18,361,66,1149,243,233,111,696,3,5,3
2074,78,31,42,21,459,242,168,33,216,3,2,3
3036,42,23,900,271,1664,216,183,91,2165,2,32,0
3024,73,27,134,18,5100,239,179,53,2702,0,28,1
2804,14,16,162,46,2461,203,205,136,725,2,23,1
2190,343,7,0,0,937,205,229,162,1360,3,3,3
3005,120,16,162,-6,2510,245,225,104,543,0,29,1
2569,52,11,390,41,607,226,217,124,1233,2,1,5
3458,11,14,459,110,4086,204,211,142,3354,2,38,6
2749,283,14,30,8,1734,181,240,198,1060,2,22,4
2869,72,14,90,11,3211,235,212,105,4186,0,28,1
2944,304,19,324,-30,987,165,227,201,830,2,31,1
2747,62,21,268,79,285,233,193,83,2136,0,28,4
2897,233,7,60,11,1973,208,247,176,1572,2,22,4
2749,17,11,120,14,1671,211,218,142,2579,0,11,1
2299,175,16,0,0,1140,227,247,147,1026,3,16,3
2378,214,14,85,20,277,207,252,179,319,2,2,5
2190,39,26,240,60,603,212,175,85,212,3,9,5
2857,209,27,153,61,1321,189,252,185,2728,2,3,4
3258,104,4,390,14,4186,226,234,143,2382,0,21,0
3337,229,5,451,42,957,212,245,170,1505,2,31,6
2808,84,14,120,40,1790,239,215,103,1742,2,32,4
2295,95,21,537,1,1387,248,204,74,924,3,1,3
2199,333,4,0,0,792,210,234,163,1510,3,3,3
2242,113,35,234,142,841,254,181,23,277,3,2,3
2449,209,15,30,3,1905,208,253,177,190,2,1,2
2709,62,7,192,20,242,226,226,134,942,2,10,4
2978,306,7,646,2,5421,201,236,174,1740,0,28,1
3281,4,14,1189,264,2148,201,212,148,1995,2,37,6
3024,18,6,67,6,2955,216,227,149,1423,0,22,1
3034,8,12,592,62,5636,206,217,147,3906,0,28,0
2328,91,21,30,11,553,247,202,75,541,3,9,5
2253,82,28,0,0,551,245,180,46,706,3,0,5
3092,289,16,408,-28,2101,174,237,202,1790,2,31,1
2456,18,20,60,12,721,200,193,124,384,3,5,2
2242,149,37,192,122,1057,238,209,64,458,3,2,3
3081,58,14,510,6,1466,229,211,112,3050,2,32,1
2289,81,9,30,6,1101,233,224,123,778,3,4,3
2067,332,18,0,0,658,175,214,177,830,3,13,3
2334,310,22,361,167,1231,155,219,202,932,3,9,5
3195,180,12,67,6,5354,224,247,154,1116,0,28,0
2409,347,23,150,42,674,171,197,161,1248,3,9,5
2779,52,14,295,66,2609,226,208,112,240,2,9,4
2080,22,20,446,85,510,202,192,120,335,3,4,2
2437,276,25,85,13,1209,145,236,226,858,3,9,5
2642,302,27,124,62,1345,134,216,216,911,2,32,5
2883,41,10,153,12,1756,222,217,130,2296,0,28,1
3063,53,28,150,25,3395,222,169,63,1511,2,30,0
3497,165,31,150,33,3226,229,232,109,1140,2,34,6
2720,57,23,95,37,120,229,184,77,1546,0,28,4
2610,127,5,182,6,1528,228,237,143,1001,2,1,2
2238,134,32,277,151,691,250,207,58,190,3,2,3
2078,102,31,216,50,295,253,182,32,553,3,0,2
2576,136,28,0,0,1410,250,216,74,309,2,3,2
2032,61,12,0,0,295,230,214,115,547,3,0,3
2844,171,32,90,21,591,223,235,118,1294,2,12,4
3372,229,32,721,196,3348,154,249,215,2737,0,38,0
2276,122,13,470,118,1423,242,229,114,920,3,1,3
2738,33,8,0,0,785,219,223,140,2106,2,16,4
2129,265,10,362,80,402,195,245,189,853,3,0,2
2913,326,9,134,14,4748,198,230,172,1813,0,22,4
2613,163,35,124,16,1490,228,225,98,331,2,3,2
2933,241,21,150,20,5107,174,252,210,1585,0,28,4
2353,284,18,30,11,1385,168,237,208,395,3,9,5
2716,18,11,324,38,2362,211,216,141,1802,2,31,5
2296,145,8,360,34,95,231,239,140,313,3,9,3
2865,149,18,916,86,2377,241,236,117,1530,2,12,4
2286,299,2,0,0,277,212,238,164,510,3,9,2
2227,58,8,0,0,828,226,224,132,371,3,13,3
2618,34,12,85,2,2032,218,213,129,2213,2,9,5
2268,322,13,30,2,940,186,226,180,443,3,15,3
2637,102,10,424,-16,484,238,226,119,1365,0,11,1
3185,23,7,330,-28,2978,216,225,145,1294,0,28,1
2863,133,10,216,105,3832,236,236,130,5546,0,11,1
3383,49,5,658,34,1710,222,228,141,2440,2,37,6
2438,325,23,402,4,787,156,207,188,1158,3,9,5
2521,45,36,258,120,1064,203,138,42,973,2,3,5
2792,223,10,408,31,1879,207,250,178,2044,2,16,4
3203,10,18,417,131,3252,198,202,138,1661,2,30,0
1889,353,30,95,39,67,153,172,146,600,3,4,5
2977,277,6,108,14,2259,204,241,176,1006,2,21,1
2317,68,27,67,44,1565,236,175,54,674,3,2,2
2892,286,13,150,37,3442,183,239,196,2654,0,28,0
3385,333,8,931,114,1253,201,229,168,1873,2,37,6
3358,259,4,420,47,860,211,241,169,1712,2,31,6
2619,179,24,30,12,1919,222,246,143,2750,2,3,5
2143,24,21,0,0,1240,204,190,115,1396,3,9,3
3386,109,16,769,23,738,246,219,97,306,1,37,6
2685,18,9,30,0,2347,213,220,144,607,2,30,4
2289,6,22,60,44,1392,186,190,136,751,3,9,2
2750,123,15,30,-6,2732,244,228,110,2255,0,28,4
2205,139,22,0,0,764,247,227,97,379,3,3,3
2175,336,11,0,0,1033,194,225,169,525,3,13,3
2342,272,26,268,177,1315,144,237,228,592,3,9,2
2706,119,6,30,-3,1347,230,235,138,2188,0,11,1
2734,66,30,127,73,150,233,165,42,2041,0,29,4
2489,19,32,212,88,1159,179,157,97,882,2,9,2
2734,183,13,67,12,1024,223,248,156,516,2,1,2
2824,106,4,150,19,2455,227,234,142,2492,0,29,1
2333,82,11,0,0,888,235,220,115,1008,3,4,3
2817,25,13,108,13,1714,213,210,132,1664,2,30,4
2451,2,20,467,209,934,187,197,143,997,3,5,2
2791,211,26,201,103,1100,188,253,188,1790,2,3,4
2855,100,20,492,106,1591,248,209,80,742,2,12,4
3146,152,4,150,8,4688,224,239,151,2070,0,21,0
2705,158,14,268,56,3278,235,241,134,1812,2,12,4
2664,66,9,309,45,1824,229,223,127,2212,2,1,5
3003,315,16,67,0,3408,176,226,189,1126,2,21,0
3254,205,13,362,121,2912,212,252,172,966,2,30,0
2376,131,9,30,-5,153,235,235,132,331,2,13,5
3505,128,18,270,98,3957,247,226,100,3900,2,32,6
3034,40,12,240,30,5232,221,213,124,4424,0,28,1
2476,90,28,210,89,836,249,182,42,1266,2,3,2
2913,69,11,582,264,845,231,219,119,513,2,31,1
2771,43,9,516,37,150,222,220,133,812,2,10,4
2938,130,21,255,92,2216,249,223,91,1452,2,12,1
3078,40,16,466,133,1599,220,204,115,3331,2,32,0
2950,343,14,127,-5,4279,191,218,165,362,0,28,0
3296,300,5,323,72,1110,205,238,172,2287,0,39,6
2054,311,10,0,0,451,194,233,179,255,3,3,3
2787,64,29,218,119,247,231,168,49,1698,0,28,4
3403,111,16,914,40,769,246,221,99,182,1,37,6
2039,130,17,0,0,514,246,228,105,633,3,2,3
2998,231,9,60,-12,5646,205,249,180,2617,0,28,0
2778,29,6,30,3,1749,218,227,145,2423,2,16,4
3245,328,14,108,19,1967,186,224,177,297,2,34,6
2813,272,11,564,52,1986,190,243,193,1920,2,16,4
3301,0,5,85,7,5449,212,230,156,499,0,37,0
3404,351,11,552,65,1465,199,221,159,1405,2,37,6
3259,114,3,95,1,6332,224,236,147,272,0,21,0
3389,303,28,552,172,774,133,214,216,1065,1,32,0
2200,37,9,0,0,1672,220,220,135,182,3,2,3
2952,11,14,192,20,4794,205,212,142,2210,0,28,1
2180,69,3,0,0,1126,223,233,145,1168,3,3,3
2161,117,33,150,83,685,254,191,37,60,3,2,3
3355,174,10,875,153,3019,226,245,152,1053,2,37,6
3358,176,7,67,-7,4526,224,244,154,4295,2,22,6
3168,34,25,600,172,677,206,175,92,1909,0,29,6
2726,77,15,240,52,268,238,211,100,2247,0,28,4
3404,147,24,277,175,3784,244,229,100,3261,2,32,6
2669,77,12,218,22,1180,235,217,112,256,0,22,1
2837,99,17,297,78,1846,246,214,91,924,2,12,4
3016,333,12,192,36,1006,192,225,171,2452,2,21,0
2854,139,20,175,103,2070,246,229,101,767,2,12,4
2942,152,9,300,87,525,232,240,140,912,2,31,4
3208,61,19,95,19,1513,232,197,90,2551,0,28,1
2888,236,28,85,28,2812,159,250,218,2263,2,12,1
3488,356,12,594,225,1269,200,218,155,1747,1,39,6
2791,97,10,67,10,2285,236,226,120,1381,2,12,4
2970,270,14,150,54,2881,182,244,201,2022,2,32,1
2514,188,27,175,113,1476,210,248,154,765,2,3,2
2889,100,24,330,217,1226,251,200,64,782,2,12,4
2331,253,6,330,107,800,206,244,177,60,3,5,2
2110,263,20,120,46,492,167,245,215,780,3,5,2
3341,9,14,430,102,3240,204,212,144,2407,2,31,6
2596,153,15,240,37,1528,237,240,130,2337,2,3,2
2384,36,21,42,11,663,214,190,104,658,2,9,5
2932,171,10,319,6,4455,227,245,150,5774,0,28,1
2515,326,14,108,32,242,184,224,179,1624,3,9,5
2968,90,2,120,0,2430,222,236,150,1563,0,28,0
3093,167,8,255,30,1921,227,243,149,636,2,31,1
3207,130,15,306,46,1050,243,231,113,2008,1,22,0
3028,53,7,30,0,3191,224,224,134,2452,2,22,0
2901,101,28,492,255,511,253,190,45,1846,0,29,4
2098,348,38,361,34,451,123,150,147,1006,3,4,5
3287,70,11,170,-11,3050,232,218,117,1976,2,37,6
3224,17,21,576,111,1657,197,191,124,2069,2,38,0
2728,340,9,258,13,1194,201,227,165,1986,2,10,4
2918,95,25,467,-85,516,250,193,56,1879,0,29,4
2958,164,17,30,-8,2356,233,243,134,1744,2,32,1
3229,132,14,576,81,5953,241,232,118,1660,0,28,0
2786,84,33,210,128,212,245,165,22,2131,0,29,4
2794,232,16,60,13,2016,192,253,195,1860,2,12,1
2327,109,27,547,246,1452,254,198,53,990,3,1,3
2776,101,21,295,144,300,250,206,74,661,0,29,4
2666,46,19,430,-81,1289,222,196,102,1706,0,29,1
2806,166,15,618,172,2777,231,244,140,1910,2,9,4
2682,127,16,30,8,1537,245,228,106,765,0,29,4
3712,315,5,1006,266,5384,206,235,169,3540,2,39,6
2744,122,19,30,1,2742,248,222,94,2232,0,28,4
3180,186,9,192,12,2084,222,247,159,1803,2,30,0
2833,70,17,503,159,524,236,205,96,2335,0,23,4
2906,351,10,433,39,4310,203,224,159,5627,0,11,0
3298,21,20,255,15,2147,203,193,121,466,2,38,6
3163,356,24,0,0,1374,175,190,147,895,2,21,6
3254,137,18,67,15,3159,244,231,108,2948,2,38,6
3198,149,28,90,14,1653,243,225,91,457,2,38,6
3033,65,20,212,18,4542,234,195,83,876,0,28,1
2208,61,13,60,9,726,230,212,112,1572,3,2,3
3226,214,17,492,135,3926,202,254,183,805,2,33,1
2421,357,13,0,0,711,199,216,154,1154,3,9,5
3320,193,16,42,9,1068,216,251,164,1260,1,23,6
3257,307,17,430,118,2362,170,227,197,108,2,32,0
2305,317,22,30,17,601,155,214,196,649,3,9,2
3286,60,13,0,0,2214,230,212,113,2846,0,38,6
2032,291,19,210,37,270,165,234,207,190,3,4,2
2327,124,25,300,134,957,252,213,74,1381,3,2,3
2497,329,3,256,24,571,213,236,161,1465,3,5,2
2044,107,19,0,0,726,248,215,88,664,3,0,3
2837,50,24,277,151,295,222,181,80,1433,0,29,4
2692,206,10,60,8,1106,214,250,170,560,2,1,2
2294,153,32,258,174,1026,239,222,87,457,3,2,3
3245,30,10,679,84,2687,217,217,135,3384,2,30,0
2337,136,27,210,96,212,250,218,78,1739,3,2,3
3431,0,1,201,-6,1142,217,236,156,953,1,37,6
2332,30,4,484,251,1406,218,231,149,997,3,1,3
2228,83,20,0,0,1541,243,201,78,306,3,2,3
3101,283,13,242,-19,2155,183,240,197,1917,2,31,1
3097,176,4,60,0,713,221,241,156,1775,0,22,0
2590,170,14,120,-26,1231,230,245,143,960,2,3,2
2853,68,27,150,29,390,236,174,52,362,2,32,1
3327,184,38,277,168,1595,199,234,134,595,2,38,6
2207,30,7,0,0,1608,218,226,143,240,3,2,3
2885,293,22,190,114,2201,151,228,215,1302,2,12,0
2594,13,16,270,94,1717,203,205,136,942,2,9,5
3006,142,22,541,67,541,246,228,99,1956,2,32,1
3362,228,11,150,3,4500,204,250,183,3572,2,34,6
2504,85,11,108,21,240,236,221,114,1689,3,4,2
2845,111,14,242,49,819,243,224,107,655,0,29,1
2121,101,8,0,0,1194,233,230,129,541,3,3,3
2746,139,19,30,7,421,245,231,107,361,0,29,4
2811,295,26,390,163,1061,140,223,219,1537,2,27,1
3255,76,7,0,0,3960,229,227,131,1965,0,37,6
2941,153,8,424,103,819,231,241,142,2273,2,32,4
2569,183,32,342,113,1019,210,241,141,1073,2,2,2
3267,356,13,1120,250,2143,198,216,155,2067,2,37,6
2918,182,20,127,17,258,222,248,150,872,2,12,4
