,elevation,aspect,slope,hd_to_hydrology,vd_to_hydrology,hd_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,hd_to_firepoint,wilderness,soil,target
2678,2055,323,32,30,23,404,124,189,196,395,3,9,5
2679,2057,332,28,247,81,592,145,193,181,633,3,9,5
2680,1965,78,22,170,60,175,242,193,70,722,3,2,2
2681,2855,188,7,300,28,781,221,245,159,488,0,29,4
2682,2809,140,20,150,-13,751,246,229,102,331,0,29,4
2683,2739,272,9,42,3,1931,197,243,185,799,2,30,4
2684,3029,11,11,335,96,642,208,217,145,1699,2,31,1
2685,2742,41,23,255,14,1061,216,183,91,810,2,32,1
2686,2655,339,8,0,0,1441,203,228,164,1290,2,19,5
2687,2082,93,26,150,32,210,250,190,52,459,3,9,5
2688,2257,328,30,150,85,540,133,189,187,510,3,1,2
2689,2060,254,12,30,-6,895,193,248,193,210,3,16,3
2690,2096,275,31,67,40,942,123,229,237,270,3,9,2
2691,2057,35,24,30,10,966,209,178,93,480,3,9,3
2692,2052,29,16,0,0,942,213,204,123,510,3,16,3
2693,2047,25,11,0,0,918,215,216,137,540,3,16,3
2694,2045,352,10,0,0,895,202,222,158,570,3,16,3
2695,2057,315,18,0,0,850,169,222,192,630,3,16,3
2696,2001,103,46,90,66,120,244,138,0,361,3,0,2
2697,1940,106,34,30,6,60,253,178,0,408,3,0,2
2698,1931,214,7,0,0,30,213,247,0,433,3,0,2
2699,1946,334,25,60,32,108,155,198,178,499,3,9,2
2700,1988,7,33,95,80,124,162,156,116,382,3,9,2
2701,2047,318,40,228,159,218,89,171,205,42,3,9,2
2702,2128,24,34,150,106,300,181,147,82,212,3,9,5
2703,2073,42,36,162,-28,534,201,140,48,541,3,9,5
2704,2076,19,24,277,-104,633,194,181,114,661,3,9,5
2705,2108,240,17,120,44,474,186,252,201,752,3,5,2
2706,2070,97,31,242,60,323,251,179,32,700,3,2,2
2707,3204,209,12,342,50,1205,211,251,173,2072,0,38,0
2708,2845,166,15,234,22,750,232,244,139,433,0,29,4
2709,2792,134,22,182,-30,720,249,223,91,360,0,29,4
2710,2713,135,27,192,60,510,250,216,75,417,0,29,4
2711,2675,64,7,0,0,1358,227,226,133,698,2,32,4
2712,2728,294,9,0,0,1889,194,238,184,726,2,30,4
2713,2740,281,8,30,4,1952,199,241,182,774,2,30,4
2714,2756,244,12,30,9,2016,195,250,192,830,2,30,4
2715,2891,339,19,108,32,700,174,208,171,1744,2,23,1
2716,2955,38,19,576,-11,752,217,196,108,481,2,32,1
2717,2165,86,27,330,115,390,247,185,50,277,3,1,5
2718,2062,88,19,0,0,892,244,206,84,182,3,0,3
2719,2058,257,11,0,0,914,195,247,190,212,3,16,3
2720,2006,351,29,124,98,150,155,177,150,404,3,9,2
2721,1993,15,42,85,72,108,148,120,78,366,3,9,2
2722,2113,310,46,270,91,268,59,162,218,90,3,9,2
2723,2075,27,30,30,15,404,193,162,89,330,3,0,5
2724,2069,325,13,210,11,765,187,225,178,933,3,0,5
2725,2838,169,16,277,15,720,230,245,141,474,0,29,4
2726,2784,129,20,212,-38,720,249,223,92,390,0,29,4
2727,2753,124,24,240,-69,630,252,214,75,400,0,29,4
2728,2723,73,6,150,-7,1165,228,228,134,828,2,30,0
2729,2714,115,12,67,18,1240,241,227,114,768,2,30,4
2730,2647,58,9,30,5,1513,227,221,127,612,2,32,0
2731,2726,301,11,42,-1,1883,189,235,186,685,2,30,4
2732,2738,304,9,0,0,1952,196,236,180,732,2,30,4
2733,2747,283,8,0,0,2015,199,241,181,787,2,30,4
2734,2781,241,20,67,25,2103,178,252,208,870,2,30,1
2735,2959,12,18,67,11,331,200,202,135,1530,2,23,1
2736,2676,271,20,30,9,1465,165,242,215,1381,2,3,5
2737,2245,346,20,360,109,684,176,203,163,95,3,9,5
2738,2238,58,20,360,112,660,230,193,87,30,3,1,5
2739,2210,92,12,390,85,510,238,222,112,153,3,1,5
2740,2201,101,16,390,80,480,245,217,97,182,3,1,5
2741,2191,83,17,390,70,450,241,208,91,212,3,1,5
2742,2171,55,27,330,121,390,225,172,64,272,3,9,5
2743,2078,103,30,42,16,891,253,187,39,162,3,0,3
2744,2063,100,18,30,1,912,247,212,87,190,3,0,3
2745,2057,257,8,0,0,934,201,245,183,218,3,16,3
2746,2099,68,34,85,47,1026,232,153,25,454,3,0,2
2747,2200,300,39,124,58,716,88,194,230,566,3,9,2
2748,2102,352,26,228,-78,642,165,184,151,631,3,9,5
2749,2093,357,32,362,-87,767,154,166,137,781,3,9,5
2750,2084,22,29,330,26,781,187,164,98,841,3,9,5
2751,2076,168,8,150,18,711,227,243,150,870,3,1,2
2752,2829,169,19,300,6,690,231,244,138,499,0,29,4
2753,2809,141,22,247,-13,690,246,228,99,446,0,29,4
2754,2752,351,10,153,-2,1019,203,224,159,966,2,30,1
2755,2704,107,14,30,8,1282,243,223,106,726,2,30,4
2756,2696,92,11,0,0,1307,238,222,114,708,2,30,4
2757,2729,307,12,67,1,1899,186,233,186,659,2,30,4
2758,2748,326,10,30,6,2015,195,229,173,745,2,30,4
2759,2769,10,23,319,155,1068,188,187,129,904,2,30,1
2760,2678,290,13,30,11,1443,182,238,195,1383,2,19,5
2761,2192,33,23,360,142,421,209,183,101,240,3,9,5
2762,2258,322,22,127,20,379,159,212,191,492,3,9,2
2763,2071,116,26,30,-4,912,253,206,63,175,3,0,3
2764,2166,280,37,60,45,782,96,215,244,633,3,9,2
2765,2073,98,13,150,15,698,241,222,109,849,3,1,2
2766,2049,127,20,60,0,618,248,223,94,787,3,1,2
2767,3327,123,5,842,100,4650,228,236,142,1718,0,37,6
2768,3333,211,16,721,106,4155,205,253,179,1987,0,37,6
2769,3339,203,17,726,112,4097,209,253,174,2024,0,37,6
2770,2816,162,21,309,-6,660,235,240,125,510,0,29,4
2771,2807,150,22,285,-15,660,242,233,109,485,0,29,4
2772,2788,147,18,270,-34,663,242,235,115,459,0,29,4
2773,2697,76,8,0,0,1323,230,226,128,684,2,30,4
2774,2753,325,10,60,15,2037,196,230,173,722,2,30,4
2775,2777,254,14,30,4,2165,188,248,198,853,2,30,4
2776,2759,17,25,212,108,1199,190,178,115,1087,2,32,1
2777,2678,10,12,0,0,1401,207,216,145,1355,2,19,5
2778,2270,25,22,395,121,577,203,187,112,212,3,9,5
2779,2265,355,21,408,122,636,181,198,151,153,3,9,5
2780,2263,17,11,420,127,696,211,216,141,95,3,1,5
2781,2257,55,13,420,121,693,228,211,114,42,3,1,5
2782,2141,49,32,182,90,247,215,155,51,421,3,9,5
2783,2122,288,35,120,45,192,102,211,237,711,3,9,2
2784,2185,285,39,134,108,258,88,208,243,633,3,9,2
2785,2361,304,15,30,8,787,176,231,195,331,3,9,2
2786,2286,335,5,150,41,660,209,233,163,582,3,1,2
2787,2063,349,10,0,0,955,202,224,160,216,3,16,3
2788,2066,325,23,0,0,976,158,209,188,242,3,9,3
2789,2147,110,31,342,203,365,254,190,39,361,3,0,2
2790,1987,305,40,95,94,124,83,184,224,228,3,9,2
2791,2032,303,44,153,136,182,65,175,228,175,3,9,2
2792,1949,82,20,108,37,108,243,200,77,573,3,2,2
2793,3304,144,10,741,77,4468,235,238,133,1827,0,37,6
2794,2809,181,22,301,88,630,221,248,148,566,0,29,4
2795,2785,147,20,301,-37,631,242,234,112,495,0,29,4
2796,2759,320,8,67,6,2079,199,233,173,721,2,30,4
2797,2769,309,13,0,0,2143,184,231,187,787,2,30,4
2798,2773,301,11,0,0,2164,189,235,186,811,2,30,4
2799,2988,285,18,95,17,1438,168,237,208,1871,2,31,1
2800,2890,238,4,212,71,1441,212,244,170,1956,2,33,1
2801,2087,55,25,85,34,150,226,177,70,543,3,9,5
2802,2111,317,31,150,72,192,124,196,204,752,3,9,2
2803,2278,283,20,127,-19,485,161,237,214,469,3,9,2
2804,2289,349,9,134,27,690,204,225,160,618,3,1,2
2805,2064,335,13,30,-11,955,189,221,171,212,3,16,3
2806,2283,338,24,234,45,636,161,198,172,492,3,5,2
2807,2077,83,30,242,144,256,245,172,34,418,3,0,2
2808,2004,340,38,108,77,124,117,158,163,708,3,9,2
2809,2183,35,39,150,108,443,184,127,48,268,3,9,5
2810,2164,26,37,108,-16,636,177,135,69,553,3,9,5
2811,2141,18,30,218,-39,722,182,163,103,671,3,9,5
2812,2141,24,33,361,83,841,183,151,86,819,3,9,5
2813,1962,87,20,124,50,124,245,203,79,541,3,2,2
2814,2795,176,24,268,42,601,224,244,138,624,0,29,4
2815,2797,174,23,272,91,600,226,245,138,577,0,29,4
2816,2780,315,6,0,0,2207,205,235,170,816,2,30,4
2817,2244,19,14,421,123,524,208,209,135,175,3,9,5
2818,2234,33,19,400,184,466,213,196,112,228,3,1,5
2819,2206,43,26,285,155,351,215,174,80,342,3,1,5
2820,2192,53,31,256,141,323,220,158,50,371,3,3,5
2821,2141,64,33,175,90,242,229,154,31,459,3,3,5
2822,2233,230,23,216,-4,391,177,253,206,573,3,0,2
2823,2299,310,27,127,-13,524,136,210,209,474,3,9,2
2824,2290,35,10,201,34,720,219,219,135,569,3,1,2
2825,2076,118,23,30,12,918,252,211,74,190,3,0,3
2826,2064,98,5,0,0,937,228,233,138,201,3,16,3
2827,2293,27,14,268,55,616,213,210,130,484,3,5,2
2828,2137,97,27,335,196,351,251,190,49,424,3,0,2
2829,2163,19,30,182,-17,721,184,163,101,648,3,9,5
2830,2159,21,33,361,-21,858,180,151,89,824,3,9,5
2831,2013,163,23,85,25,256,234,239,122,532,3,2,2
2832,3289,208,11,655,62,4367,212,251,173,1924,0,37,6
2833,3294,216,13,648,67,4338,206,252,180,1940,0,37,6
2834,3310,207,11,630,83,4191,213,250,171,2023,0,22,6
2835,3442,193,22,641,-24,3466,212,251,163,2529,0,39,0
2836,3308,136,21,787,-39,1316,247,226,97,2607,0,38,0
2837,2784,176,23,242,78,570,225,245,140,604,0,29,4
2838,2778,166,21,240,72,570,233,242,129,579,0,29,4
2839,2699,310,20,30,12,1358,163,223,198,1396,2,19,0
2840,2231,89,12,379,131,446,239,220,109,268,3,1,5
2841,2216,58,20,295,165,362,230,195,89,351,3,1,5
2842,2248,297,30,228,-26,433,123,215,225,573,3,9,2
2843,2320,316,25,134,7,564,146,210,200,484,3,9,2
2844,2329,49,24,0,0,779,222,181,81,516,3,9,2
2845,2190,298,35,30,16,830,103,203,229,680,3,9,2
2846,2234,292,37,85,25,785,95,205,236,636,3,9,2
2847,2128,131,31,350,193,362,252,206,57,454,3,0,2
2848,1993,48,31,60,55,134,214,157,56,532,3,9,2
2849,1918,321,28,42,17,85,139,201,196,402,3,9,2
2850,2225,312,26,247,165,457,143,211,204,234,3,9,2
2851,2163,33,33,313,105,800,194,151,72,888,3,9,5
2852,3332,195,24,685,105,3834,207,251,166,2272,0,22,0
2853,2768,184,21,210,50,540,219,249,153,659,0,29,4
2854,2731,77,9,0,0,1253,232,224,125,732,2,30,0
2855,2929,265,8,30,-1,1853,200,244,182,1328,2,31,4
2856,2958,216,8,30,4,1673,212,248,173,1529,2,31,4
2857,2874,3,19,212,48,638,191,200,143,510,2,30,1
2858,2126,26,33,150,76,212,186,151,83,560,3,9,5
2859,2158,331,35,170,110,212,118,173,182,849,3,9,2
2860,2304,15,12,212,33,780,209,215,142,618,3,1,2
2861,2073,267,8,0,0,984,200,244,183,256,3,16,3
2862,2084,261,21,30,14,1003,164,246,217,268,3,16,3
2863,2186,330,28,0,0,872,142,193,184,722,3,9,2
2864,2124,121,27,391,189,402,253,207,64,481,3,0,2
2865,1989,302,18,0,0,150,167,229,201,537,3,3,3
2866,2011,67,37,153,103,190,228,141,12,524,3,0,2
2867,2125,274,35,258,232,283,109,224,243,228,3,9,2
2868,2241,39,37,150,116,537,195,136,49,342,3,9,5
2869,2188,9,34,42,18,600,163,153,110,443,3,9,5
2870,2209,312,38,30,28,658,96,184,213,524,3,9,5
2871,2218,34,36,120,37,721,188,137,58,607,3,9,5
2872,2206,33,36,150,25,743,189,140,61,636,3,9,5
2873,2030,77,22,67,9,474,241,195,74,616,3,5,2
2874,3292,213,11,573,65,4237,210,251,175,2039,0,22,6
2875,2742,158,21,216,36,514,238,238,120,607,0,29,4
2876,2808,311,14,0,0,2268,182,230,187,872,2,32,4
2877,2928,275,8,30,-2,1865,199,242,182,1290,2,31,4
2878,2931,288,8,0,0,1839,197,239,182,1319,2,31,4
2879,2935,282,8,0,0,1812,198,241,182,1348,2,31,4
2880,2944,254,9,0,0,1760,200,246,185,1405,2,18,4
2881,2947,253,9,0,0,1734,201,246,184,1434,2,18,4
2882,2976,235,8,0,0,1507,207,247,178,1695,2,31,4
2883,2194,341,34,270,153,319,130,169,165,768,3,9,2
2884,2362,325,28,162,32,644,140,198,191,513,3,9,2
2885,2330,29,25,127,24,812,202,176,99,658,3,9,2
2886,2073,74,14,30,0,990,236,212,104,277,3,9,3
2887,2069,189,3,0,0,1008,219,241,158,285,3,16,3
2888,2075,229,20,0,0,1026,187,254,199,295,3,16,3
2889,2159,253,27,153,75,1167,148,245,228,426,3,0,2
2890,2137,76,29,417,86,443,241,172,0,497,3,0,2
2891,1991,337,16,0,0,180,183,216,171,510,3,9,3
2892,2074,75,20,277,155,309,240,199,81,591,3,0,2
2893,2038,59,31,190,130,228,225,160,45,560,3,0,2
2894,1962,320,34,90,66,150,114,185,200,408,3,9,2
2895,2250,313,17,242,159,524,172,225,192,300,3,5,2
2896,2209,25,32,362,151,819,187,156,87,874,3,9,5
2897,3294,128,26,841,-53,1273,252,213,71,2656,0,28,0
2898,2741,166,20,153,35,480,232,242,132,655,0,29,4
2899,2844,294,22,30,3,2173,154,229,213,942,2,18,4
2900,2898,255,14,30,12,2012,187,248,199,1110,2,18,4
2901,2907,273,10,0,0,1959,194,243,189,1167,2,18,4
2902,2934,276,10,0,0,1825,194,242,187,1310,2,18,4
2903,2972,264,2,30,2,1514,214,240,164,1660,2,18,4
2904,2764,320,23,67,11,1392,155,212,193,1530,2,23,0
2905,2160,34,28,150,65,242,203,167,83,579,3,9,5
2906,2090,252,23,150,41,150,163,248,219,865,3,0,2
2907,2413,49,9,124,42,902,224,221,131,518,3,5,2
2908,2072,45,14,30,3,1032,223,210,118,313,3,16,3
2909,2068,201,4,30,0,1050,218,243,161,323,3,16,3
2910,2074,216,21,0,0,1068,194,254,189,335,3,16,3
2911,2091,51,23,306,49,350,224,184,82,631,3,0,2
2912,2022,66,34,134,39,192,230,152,25,577,3,0,2
2913,1958,314,30,30,25,134,129,202,206,474,3,9,2
2914,2149,289,31,319,248,342,119,219,232,277,3,9,2
2915,2260,311,14,228,135,564,182,230,187,342,3,5,2
2916,3278,164,4,532,51,4313,224,241,152,2043,0,22,6
2917,3310,207,4,564,83,3901,217,244,163,2282,0,22,0
2918,2728,165,18,134,22,450,233,243,133,677,0,29,4
2919,2832,315,21,0,0,2214,159,217,196,875,2,32,4
2920,2859,294,18,0,0,2133,165,232,206,959,2,18,4
2921,2877,288,13,30,-3,2080,183,239,195,1015,2,18,4
2922,2886,274,14,0,0,2026,183,243,199,1072,2,18,4
2923,2908,277,12,0,0,1945,188,242,194,1158,2,18,4
2924,2072,234,21,0,0,1110,180,253,205,376,3,16,3
2925,2068,68,30,67,39,247,235,167,43,418,3,9,3
2926,2029,61,27,30,26,240,230,173,58,443,3,2,3
2927,2016,5,22,0,0,240,187,192,137,458,3,3,3
2928,2075,282,28,95,71,247,133,229,230,531,3,9,2
2929,2255,16,34,127,59,659,170,149,97,469,3,9,5
2930,2256,323,30,95,60,726,131,194,195,566,3,9,5
2931,2245,9,33,228,64,849,164,154,111,725,3,9,5
2932,2246,22,28,371,65,842,190,168,102,864,3,9,5
2933,2052,55,27,150,37,484,224,170,62,576,3,5,2
2934,3280,223,11,484,53,4218,206,251,180,2115,0,22,6
2935,2877,278,13,0,0,2066,185,242,196,1006,2,18,4
2936,3007,292,20,85,12,571,159,232,211,997,2,23,1
2937,2706,316,13,0,0,1191,185,228,183,1339,2,19,5
2938,2083,313,17,0,0,180,171,224,193,684,3,13,3
2939,2207,251,21,319,163,361,170,249,214,850,3,0,2
2940,2299,307,26,342,-13,531,141,215,210,691,3,9,2
2941,2067,45,14,30,-4,1116,223,210,118,390,3,16,3
2942,2069,278,12,0,0,1134,188,242,193,402,3,16,3
2943,2313,299,29,108,23,808,125,214,222,674,3,5,2
2944,2113,55,30,134,69,309,223,161,50,365,3,9,3
2945,2040,106,28,30,11,272,254,193,48,402,3,2,3
2946,1948,347,13,0,0,180,194,218,162,558,3,9,2
2947,2035,312,39,162,129,255,92,181,213,426,3,9,2
2948,2281,325,19,234,128,631,171,217,184,408,3,5,2
2949,2277,13,31,170,81,671,174,161,109,467,3,5,5
2950,3285,206,11,450,58,4124,213,250,171,2188,0,22,6
2951,3293,218,12,454,66,4066,207,251,179,2222,0,22,6
2952,2866,310,11,30,2,2106,189,232,183,940,2,32,4
2953,2870,295,12,30,6,2080,185,237,192,968,2,32,4
2954,3006,13,20,150,22,190,196,194,130,1262,2,23,1
2955,2977,33,20,297,29,300,212,192,109,1342,2,23,1
2956,2092,300,29,30,8,210,127,214,220,655,3,9,2
2957,2417,68,21,150,38,947,236,193,79,685,3,9,2
2958,2304,124,15,361,16,930,245,227,107,642,3,1,2
2959,2239,341,17,295,104,1176,183,213,168,666,3,5,2
2960,2171,27,38,285,120,446,176,133,66,351,3,9,2
2961,2140,63,34,150,89,350,227,150,29,331,3,9,3
2962,2119,83,34,124,68,335,244,161,18,335,3,9,3
2963,2079,102,35,67,35,313,252,170,14,351,3,2,3
2964,2054,98,34,42,10,306,251,172,0,362,3,2,3
2965,2096,323,17,150,92,313,173,220,185,511,3,9,2
2966,2032,35,33,85,12,242,198,151,67,663,3,0,2
2967,1979,289,30,60,37,218,123,220,230,531,3,9,2
2968,2265,311,20,324,130,566,163,222,198,390,3,5,2
2969,2292,16,29,212,96,850,182,167,109,700,3,5,5
2970,2752,89,28,150,55,1040,248,181,42,1215,2,12,1
2971,2138,46,30,192,71,242,214,161,63,732,3,9,2
2972,2137,218,23,295,91,335,188,254,193,870,3,0,2
2973,2252,257,28,424,204,467,142,243,231,830,3,0,2
2974,2416,102,13,175,37,977,242,222,107,711,3,5,2
2975,2360,69,22,277,31,960,237,192,76,782,3,9,2
2976,2078,6,9,0,0,1182,209,222,151,457,3,16,3
2977,2084,291,15,30,11,1200,175,236,200,470,3,16,2
2978,2258,298,21,258,92,1149,155,227,210,732,3,5,2
2979,2183,12,28,218,132,426,181,172,117,306,3,9,2
2980,2168,75,31,162,117,391,239,166,35,300,3,9,3
2981,2145,90,38,134,94,376,246,152,0,301,3,2,3
2982,2117,96,38,108,66,362,249,157,0,306,3,2,3
2983,2094,100,37,85,43,351,251,164,0,313,3,2,3
2984,2055,90,26,30,11,335,248,190,54,335,3,2,3
2985,2044,13,14,0,0,331,205,209,139,350,3,2,3
2986,2110,334,19,216,106,362,173,211,176,541,3,9,2
2987,2031,59,34,42,11,256,223,149,33,691,3,0,2
2988,2029,291,41,120,94,268,80,198,240,511,3,9,2
2989,2304,15,28,255,108,892,183,170,112,741,3,5,5
2990,2300,16,27,277,119,912,185,172,112,767,3,9,5
2991,2282,51,20,335,84,840,226,192,92,854,3,5,2
2992,2035,39,23,210,56,390,214,183,93,450,3,5,2
2993,3281,224,15,395,54,4054,200,253,187,2271,0,22,6
2994,2889,297,15,90,25,2026,176,234,197,983,2,32,4
2995,2987,17,6,134,10,1410,215,228,150,1663,2,30,1
2996,2981,9,20,162,25,513,194,197,136,1282,2,23,1
2997,2389,83,22,268,27,992,244,196,70,799,3,9,2
2998,2338,103,25,339,17,990,252,199,59,750,3,9,2
2999,2081,76,2,0,0,1207,222,235,150,485,3,16,3
3000,2226,256,37,270,142,1284,111,233,243,636,3,9,2
3001,2333,273,27,90,43,845,139,236,230,631,3,5,2
3002,2339,106,29,210,49,741,254,192,45,525,3,5,2
3003,2137,94,40,124,86,402,246,150,0,272,3,2,3
3004,2114,90,37,95,63,390,246,154,0,277,3,2,3
3005,2067,96,35,42,16,371,250,168,0,295,3,2,3
3006,2013,293,36,95,65,285,101,207,234,553,3,9,2
3007,2314,324,21,277,118,700,163,213,187,499,3,5,2
3008,2313,353,25,218,117,841,168,187,150,661,3,5,5
3009,3267,124,21,553,40,4553,250,220,87,2061,0,37,6
3010,3286,219,9,379,59,3990,210,249,175,2330,0,22,6
3011,3302,217,9,573,80,3666,210,249,175,2532,0,22,0
3012,3385,222,28,674,262,3283,174,253,202,2801,0,38,0
3013,2760,93,5,60,-16,360,228,232,138,1020,0,29,1
3014,2769,0,9,240,14,1400,206,222,154,655,2,30,1
3015,3005,118,17,170,47,518,246,223,100,1507,2,31,1
3016,2981,40,14,90,14,228,220,208,119,480,2,30,1
3017,2719,53,18,30,11,1092,227,198,98,1348,2,22,5
3018,2906,319,9,162,25,1020,197,232,175,2105,2,30,1
3019,2088,59,1,0,0,350,220,235,152,540,3,13,3
3020,2135,15,32,319,77,335,174,157,104,764,3,9,2
3021,2131,6,26,335,73,350,179,181,131,785,3,9,2
3022,2314,217,24,430,-15,636,188,254,193,778,3,0,2
3023,2344,249,37,402,14,679,119,237,238,752,3,0,2
3024,2382,230,30,379,52,721,159,250,213,731,3,0,2
3025,2085,114,24,0,0,1215,252,209,70,503,3,16,3
3026,2079,262,2,0,0,1231,215,239,162,513,3,16,3
3027,2099,288,24,60,21,1266,145,230,221,537,3,9,2
3028,2220,272,37,270,136,1302,101,222,246,658,3,9,2
3029,2270,347,20,306,84,1211,177,203,161,745,3,5,2
3030,2282,11,40,361,-7,638,149,130,94,384,3,9,2
3031,2248,36,34,330,197,552,197,146,61,300,3,9,2
3032,2212,58,27,240,161,492,228,174,63,256,3,9,3
3033,2184,90,30,180,133,458,249,179,37,242,3,2,3
3034,2139,84,37,120,88,430,242,151,0,242,3,2,3
3035,2096,86,42,60,45,408,240,137,0,256,3,2,3
3036,2090,286,28,60,46,390,131,226,228,339,3,9,2
3037,2098,26,30,95,-12,366,192,162,90,765,3,0,2
3038,2068,275,38,134,69,335,93,216,247,541,3,9,2
3039,2081,28,32,277,102,450,190,155,82,470,3,5,2
3040,2995,36,9,190,18,1382,220,221,136,1657,2,18,0
3041,3049,25,20,283,58,124,206,194,118,1170,2,23,1
3042,2972,11,19,309,55,339,196,198,134,592,2,30,1
3043,2188,21,36,268,111,331,173,142,84,661,3,9,2
3044,2178,23,37,283,95,335,173,138,77,680,3,9,2
3045,2081,144,13,0,0,1240,238,237,126,532,3,16,3
3046,2084,275,8,30,0,1256,199,242,182,541,3,16,3
3047,2120,289,33,95,42,1308,110,215,234,577,3,9,2
3048,2172,308,33,182,100,1364,114,199,216,624,3,9,2
3049,2320,228,17,150,47,1087,193,253,194,837,3,5,2
3050,2314,321,23,67,20,927,155,211,193,664,3,5,2
3051,2295,34,37,390,217,616,188,135,56,319,3,9,2
3052,2198,95,29,210,147,499,251,182,38,218,3,2,3
3053,2183,100,32,180,132,484,252,178,27,212,3,2,3
3054,2161,100,35,150,110,470,252,170,16,210,3,2,3
3055,2144,97,34,120,93,457,251,169,17,212,3,2,3
3056,2095,89,41,60,44,437,243,143,0,228,3,2,3
3057,2068,81,35,30,17,430,242,157,0,242,3,2,3
3058,2298,111,16,242,100,845,246,221,98,859,3,5,2
3059,3267,246,14,306,40,4039,190,250,197,2347,0,22,6
3060,2809,316,26,592,54,1015,142,207,200,1266,2,27,1
3061,3025,341,17,361,20,295,181,212,168,1273,2,23,1
3062,2092,106,19,0,0,450,248,214,86,488,3,13,3
3063,2127,341,16,95,32,371,186,215,167,488,3,9,2
3064,2187,230,29,499,144,541,161,251,213,942,3,0,2
3065,2323,38,28,400,245,658,207,166,78,324,3,9,3
3066,2309,60,31,376,231,636,227,159,43,300,3,9,3
3067,2291,68,32,350,213,616,234,160,33,277,3,9,3
3068,2274,75,30,323,202,595,239,168,37,255,3,2,3
3069,2256,85,32,295,184,576,246,170,28,234,3,2,3
3070,2235,93,33,268,163,558,250,171,22,216,3,2,3
3071,2196,102,33,212,128,525,253,177,23,190,3,2,3
3072,2094,92,35,67,43,466,248,163,12,201,3,2,3
3073,2074,78,31,42,21,459,242,168,33,216,3,2,3
3074,2060,62,19,30,7,454,232,197,90,234,3,2,3
3075,2054,311,10,0,0,451,194,233,179,255,3,3,3
3076,2114,34,34,268,105,443,194,147,66,446,3,5,2
3077,3248,170,4,404,21,4421,223,241,154,2190,0,37,6
3078,3278,210,8,309,51,3946,214,247,169,2421,0,22,6
3079,2733,334,19,95,26,212,173,211,176,711,0,29,0
3080,2729,320,11,0,0,1091,191,229,178,1438,2,19,5
3081,2314,329,13,182,-10,90,189,225,175,722,3,9,1
3082,2343,253,34,474,13,764,124,238,238,825,3,0,2
3083,2073,119,11,30,-1,1276,239,230,120,582,3,16,3
3084,2076,271,9,0,0,1291,196,243,187,589,3,16,3
3085,2357,244,10,192,67,858,200,248,186,532,3,5,3
3086,2363,247,12,216,73,834,195,249,191,503,3,5,3
3087,2350,40,33,351,60,721,203,150,60,362,3,9,3
3088,2341,61,25,379,51,700,231,181,68,335,3,9,3
3089,2328,93,26,390,241,679,250,190,51,309,3,9,3
3090,2292,105,32,335,214,638,254,182,30,258,3,2,3
3091,2254,96,33,283,182,600,251,174,24,212,3,2,3
3092,2170,110,36,175,102,537,253,174,15,153,3,2,3
3093,2149,112,36,150,81,524,253,177,18,150,3,2,3
3094,2130,111,35,127,62,513,254,180,22,153,3,2,3
3095,2110,107,32,108,59,503,254,183,30,162,3,2,3
3096,2094,99,29,85,41,495,252,185,40,175,3,2,3
3097,2078,90,27,67,25,488,249,187,50,192,3,2,3
3098,2060,318,11,30,6,481,190,230,179,234,3,2,3
3099,2071,292,26,0,0,480,140,225,221,258,3,3,3
3100,2151,351,18,210,87,495,186,207,158,446,3,9,2
3101,2162,51,23,85,40,492,224,184,82,769,3,0,2
3102,2033,52,27,67,37,390,222,170,66,722,3,9,2
3103,2036,285,29,42,13,400,126,224,231,649,3,9,2
3104,2195,277,40,228,105,511,85,212,248,553,3,9,2
3105,2224,288,36,242,121,531,98,210,239,547,3,9,2
3106,2340,212,15,342,83,816,205,253,180,633,3,5,2
3107,2141,33,30,258,132,457,200,161,80,466,3,5,2
3108,2117,38,32,228,108,402,203,154,66,408,3,5,2
3109,3276,221,9,300,49,3912,210,249,175,2463,0,22,6
3110,3305,241,20,360,84,1917,178,252,208,3375,0,28,0
3111,2745,63,13,234,43,1718,231,214,113,306,2,30,0
3112,2872,225,18,285,37,1077,192,254,194,1756,2,12,4
3113,2879,188,15,256,24,1061,220,250,159,1841,2,12,4
3114,2118,200,23,30,7,594,205,253,172,484,3,3,3
3115,2121,179,25,30,3,573,221,245,141,470,3,3,3
3116,2118,154,21,0,0,553,239,237,117,457,3,3,3
3117,2249,6,27,319,165,420,175,175,127,573,3,9,2
3118,2246,16,33,339,163,421,174,155,100,594,3,9,2
3119,2237,29,34,361,160,424,187,146,73,616,3,9,2
3120,2079,120,16,30,6,1288,246,225,103,607,3,0,3
3121,2073,72,2,0,0,1302,222,234,149,612,3,16,3
3122,2202,281,31,210,124,1434,120,224,236,700,3,9,2
3123,2340,309,25,192,46,1101,144,214,207,789,3,5,2
3124,2354,219,9,212,60,876,210,249,175,524,3,5,3
3125,2358,234,15,234,68,853,194,252,194,495,3,5,3
3126,2366,259,17,258,76,830,176,247,209,466,3,5,3
3127,2380,62,27,335,90,764,231,173,58,379,3,9,3
3128,2364,86,32,362,74,743,246,168,25,351,3,2,3
3129,2280,125,35,323,202,661,252,191,34,242,3,2,3
3130,2252,113,31,268,174,624,254,192,41,192,3,2,3
3131,2211,97,38,216,139,592,249,159,1,150,3,2,3
3132,2184,98,38,190,112,577,249,158,0,134,3,2,3
